"sale","lot","position","dealer","year","origin_author","origin_cat","school_pntg","diff_origin","logprice","price","count","subject","authorstandard","artistliving","authorstyle","author","winningbidder","winningbiddertype","endbuyer","Interm","type_intermed","Height_in","Width_in","Surface_Rect","Diam_in","Surface_Rnd","Shape","Surface","material","mat","materialCat","nfigures","engraved","original","prevcoll","othartist","paired","figures","finished","lrgfont","relig","landsALL","lands_sc","lands_elem","lands_figs","lands_ment","arch","mytho","peasant","othgenre","singlefig","portrait","still_life","discauth","history","allegory","pastorale","other"
"R1776",204,0.616314199,"R",1776,"F","F","F",0,6.21860012,"502.0",1,"Diane au bain","La Hyre, Laurent de",0,"n/a","Laurent de La Hyre","Lebrun, Jean-Baptiste-Pierre","D","D",0,"",45,53,2385,NA,NA,"squ_rect",2385,"toile","t","canvas",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1771",14,0.081871345,"R",1771,"D/FL","D/FL","D/FL",0,5.521460918,"250.0",1,"Femme & trois enfants","Jordaens (J) the Elder, Jacob",0,"n/a","Jacques Jordaens","Lebrun, Jean-Baptiste-Pierre","D","D",0,"",15.5,11.5,178.25,NA,NA,"squ_rect",178.25,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"R1764",63,0.125498008,"R",1764,"D/FL","D/FL","D/FL",0,4.795790546,"121.0",1,"Un Jardinier & une Jardiniere proche d'un puits dans un jardin: il y a par terre des bottes de raves, des choux fleurs, des concombres, oignons & autres légumes.","Kalf, Willem",0,"n/a","Willem Kalf","Gruel, abbé","B","B",0,"",12.5,10,125,NA,0,"squ_rect",125,"bois","b","wood",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"R1766",48,0.727272727,"R",1766,"F","F","F",0,5.634789603,"280.0",1,"Une Ste Famille","Bourdon, Sébastien",0,"n/a","Sébastien Bourdon","Ménageot, Augustin","D","D",0,"",16,14,224,NA,NA,"squ_rect",224,"toile de forme ovale","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1764",91,0.1812749,"R",1764,"F","F","F",0,2.772588722,"16.0",1,"Notre Seigneur rendant la parole à un muet","Bourdon, Sébastien",0,"n/a","Sébastien Bourdon","Langeac, marquis de","C","C",0,"",16.5,23,379.5,NA,0,"squ_rect",379.5,"toile","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1764",286,0.569721116,"R",1764,"F","F","F",1,2.944438979,"19.0",1,"(6) L'histoire de Jason","Troy (JF), Jean-François de",0,"n/a","J.B. de Troy","Chateauthiery","U","U",0,"",NA,NA,NA,NA,0,"",0,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1767",71,0.22327044,"R",1767,"I","I","I",0,5.991464547,"400.0",1,"Une femme tenant un papier de musique","Carriera, Rosalba",0,"n/a","Rosalba Carriera","Valade, Jean; Rémy, Pierre","D","D",0,"",16.5,12.5,206.25,NA,NA,"squ_rect",206.25,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"R1777",149,0.628691983,"R",1777,"D/FL","D/FL","D/FL",0,7.698482788,"2,205.0",1,"Paysage avec figures, homme se lave les jambes dans un ruisseau, animaux, ruines","Dujardin, Karel",0,"n/a","Karel du Jardin","Donjeux, Vincent for Hersant Destouches, Alexandre-Louis","DC","C",1,"D",11.25,15.5,174.375,NA,NA,"squ_rect",174.375,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",62,0.194968553,"R",1767,"D/FL","D/FL","I",1,3.881563798,"48.5",1,"(2) Le Campo Vaccino & le Palais Quirinal ou de Monte Cavalo.","Wittel, Gaspar van",0,"n/a","Gasparo Van Vitelle","Rigaud, Hyacinthe","C","C",0,"",NA,NA,NA,NA,NA,"",NA,"","","",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"J1768",94,0.912621359,"J",1768,"X","X","F",1,1.62924054,"5.1",1,"(10) Feuille d'ornemens","after Watteau (A), Antoine",0,"after","d'après Vatteau","Unknown","","",NA,"",45,17,765,NA,NA,"squ_rect",765,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"R1777",77,0.324894515,"R",1777,"D/FL","D/FL","D/FL",0,9.104979856,"9,000.0",1,"Intérieur, servante, volaille","Dou, Gerrit",0,"n/a","Gerard Dow","Langlier, Jacques for Poullain, Antoine","DC","C",1,"D",13,9.75,126.75,NA,NA,"squ_rect",126.75,"bois cintré","b","wood",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"J1775",12,0.6,"J",1775,"F","F","F",0,2.48490665,"12.0",1,"Un jeune Garçon jouant avec des cartes","Chardin, Jean-Siméon",1,"n/a","J. B. Chardin","Joullain Family","E","E",0,"",24,20,480,NA,NA,"squ_rect",480,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"P1780",42,0.313432836,"P",1780,"F","F","F",0,4.094344562,"60.0",1,"Paysage orné de figures & animaux","Sarazin Family",0,"n/a","Sarazin","Dubois","D","D",0,"",33,42,1386,NA,NA,"squ_rect",1386,"-","","",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1766",65,0.984848485,"R",1766,"F","F","F",0,1.098612289,"3.0",1,"Le Portriat d'un Chartreux","Lefevre",0,"n/a","Lefevre","Rémy, Pierre","E","E",0,"",33,27,891,NA,NA,"squ_rect",891,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"L1768",120,0.588235294,"L",1768,"F","F","F",1,2.48490665,"12.0",1,"Paysage et figures","Poussin, Nicolas",0,"n/a","Nicolas Poussin","Unknown","","",NA,"",72,66,4752,NA,NA,"squ_rect",4752,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",233,0.732704403,"R",1767,"F","F","F",0,3.583518938,"36.0",1,"(20) Vingt Tableaux de la Caravane du Sultan à la Mecque","French",0,"n/a","French","Rémy, Pierre","E","E",0,"",23,17,391,NA,NA,"squ_rect",391,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"R1767",67,0.210691824,"R",1767,"I","I","I",0,5.298317367,"200.0",1,"(2) Deux bustes de femmes extrêmement gracieuses","Carriera, Rosalba",0,"n/a","Rosalba Carriera","Boileau, Nicolas-François-Jacques","D","D",0,"",16,12.5,200,NA,NA,"squ_rect",200,"","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"P1780",24,0.179104478,"P",1780,"F","F","F",0,3.688879454,"40.0",1,"Une Marine, Fabriques & Rochers","Loutherbourg, Philippe Jacques de",1,"n/a","Loutherbourg","Guillereau","U","U",0,"",17,20,340,NA,NA,"squ_rect",340,"-","","",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1778b",143,0.947019868,"L",1778,"F","F","F",1,5.147494477,"172.0",1,"Calme au clair de la Lune","Vernet Family after Vernet (CJ), Claude-Joseph",1,"after","M. Vernet, d'après Joseph Vernet","Unknown","","",NA,"",36,48,1728,NA,NA,"squ_rect",1728,"toile ","t","canvas",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"P1780",29,0.21641791,"P",1780,"F","F","F",0,4.976733742,"145.0",1,"Vue des bois de Ruel","Bounieu, Michel Honoré",1,"n/a","Bounieu","Dubois","D","D",0,"",11,15,165,NA,NA,"squ_rect",165,"-","","",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"R1767",31,0.097484277,"R",1767,"I","I","I",0,6.913737351,"1,006.0",1,"(2) Deux Tableaux; Notre Seigneur portant sa Croix, & un soldat qui marche devant lui; trois bourreaux élevent la Croix sur laquelle est attaché N.S.; des soldats vûs à mi-corps, & un drapeau, se remarquent dans l'éloignement","Zampieri (Domenichino), Domenico",0,"n/a","Dominique Zampieri, dit Le Dominiquain","Rémy, Pierre","E","E",0,"",7.5,9.5,71.25,NA,NA,"oval",71.25,"pierre","p","other",0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"R1767",190,0.597484277,"R",1767,"D/FL","D/FL","D/FL",0,6.746412129,"851.0",1,"(2) Un Turc & un jeune Garcon, vus à mi-corps à une croisée","Netscher, Caspar",0,"n/a","Gaspard Netscher","Boileau, Nicolas-François-Jacques","D","D",0,"",8,7,56,NA,NA,"squ_rect",56,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"R1777",13,0.054852321,"R",1777,"S","S","I",1,6.745236349,"850.0",1,"Buste de vieillard ( prophète )","Velazquez, Diego Rodriguez de Silva y",0,"n/a","Don Diego Velazquez","Langlier, Jacques for Poullain, Antoine","DC","C",1,"D",26.5,22,583,NA,NA,"squ_rect",583,"toile","t","canvas",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"R1770",43,0.3359375,"R",1770,"D/FL","D/FL","F",1,5.703782475,"300.0",1,"Combat Combat de cavalerie","Meulen, Adam Frans van der",0,"n/a","Ant. François Vander Meulen","Le Blanc, Jean-Bernard, abbé","D","D",0,"",8.5,11,93.5,NA,NA,"squ_rect",93.5,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"R1777",48,0.202531646,"R",1777,"D/FL","D/FL","D/FL",0,7.718907693,"2,250.5",1,"Paysage avec figures, mulet, chien, vaches et moutons dans l'eau","Asselijn, Jan",0,"n/a","Jean Asselyn, surnommé Krabatje","Joullain, François-Charles for Rohan-Chabot, Louis-Antoine-Auguste, duc de","DC","C",1,"D",20,24,480,NA,NA,"squ_rect",480,"toile","t","canvas",0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",21,0.063444109,"R",1776,"D/FL","D/FL","I",1,6.445719819,"630.0",1,"(2) Place St Pierre à Rome / Monte Cavallo","Wittel, Gaspar van",0,"n/a","Gasparo Van Vitelle","Sollier, Claude-Florentin","D","D",0,"",18,36,648,NA,NA,"squ_rect",648,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",193,0.606918239,"R",1767,"D/FL","D/FL","D/FL",0,5.303304908,"201.0",1,"Vertumne & Pomone vue jusqu'aux genoux","Netscher, Caspar",0,"n/a","Gaspard Netscher","Vermont","U","U",0,"",17.25,13.75,237.1875,NA,NA,"squ_rect",237.1875,"toile","t","canvas",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"R1764",103,0.205179283,"R",1764,"F","F","F",0,4.276666119,"72.0",1,"Une Femme à mi-corps, tenant un tournesol; des arbres servent de fond à ce tableau, qui est du bon tems de ce Maître","Colombel, Nicolas",0,"n/a","Nicolas Colombel","Berthé","U","U",0,"",31,24,744,NA,0,"squ_rect",744,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"R1767",233,0.732704403,"R",1767,"F","F","F",0,3.583518938,"36.0",1,"(20) Vingt Tableaux de la Caravane du Sultan à la Mecque","French",0,"n/a","French","Rémy, Pierre","E","E",0,"",23,17,391,NA,NA,"squ_rect",391,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"R1777",100,0.421940928,"R",1777,"D/FL","D/FL","D/FL",0,8.987196821,"8,000.0",1,"Paysage avec figures","Does the Elder, Jacob van der",0,"n/a","Jean Vander Does","Millon d'Ainval","C","C",0,"",14.25,18,256.5,NA,NA,"squ_rect",256.5,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1777",26,0.541666667,"J",1777,"D/FL","D/FL","D/FL",0,5.703782475,"300.0",1,"(2) Vue de prairie hollandoise","Ommeganck, Balthasar-Paul",1,"n/a","N. Ommeganck","Unknown","","",NA,"",13,19.5,253.5,NA,NA,"squ_rect",253.5,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"L1778b",68,0.450331126,"L",1778,"D/FL","D/FL","D/FL",0,5.298317367,"200.0",1,"Paysage","Asselijn, Jan",0,"n/a","Jean Asselyn","Unknown","","",NA,"",18,24,432,NA,NA,"squ_rect",432,"toile ","t","canvas",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"J1768",NA,1,"J",1768,"F","F","F",1,5.521460918,"250.0",1,"La Rencontte de Jacob & d'Esauu","Bourdon, Sébastien",0,"n/a","Sebastien Bourdon","Joullain, François","D","D",0,"",37,50,1850,NA,NA,"squ_rect",1850,"toile","t","canvas",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"L1768",119,0.583333333,"L",1768,"F","F","F",1,4.787491743,"120.0",1,"David harpe (d'apres Dominichain)","Mignard (P), Pierre",0,"n/a","Mignard","Unknown","","",NA,"",84,66,5544,NA,NA,"squ_rect",5544,"toile","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1766",56,0.848484848,"R",1766,"F","F","F",0,2.708050201,"15.0",1,"Le Mariage de Ste Catherine","Boullogne Family",0,"n/a","Boulogne l'aîne","Bernard","U","U",0,"",15,11.5,172.5,NA,NA,"squ_rect",172.5,"toile","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1774",121,0.902985075,"R",1774,"F","F","F",1,4.430816799,"84.0",1,"Paysage avec architecture","Courtois (Il Borgognone), Jacques",0,"n/a","Courtois","Richard (Lyon)","C","C",0,"",NA,NA,NA,9,63.585,"round",63.585,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1764",27,0.442622951,"L",1764,"X","X","F",1,2.788092909,"16.3",1,"(4) Christ en Croix; Vierge & l'Enfant Jesus; fruits & animaux; Sainte Famille de la Savonerie","after Vouet, Simon",0,"n/a","(1) d'après le Brun; (2) Dorigny; (4) d'après Vouet","Unknown","","",NA,"",NA,NA,NA,NA,NA,"squ_rect",NA,"toile","t","canvas",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",213,0.898734177,"R",1777,"F","F","F",0,7.090909822,"1,201.0",1,"Buste de jeune fille","Greuze, Jean-Baptiste",1,"n/a","Jean-Baptiste  Greuze","Haudry, François-Pascal","C","C",0,"",11.5,14.5,166.75,NA,NA,"squ_rect",166.75,"n/a","n/a","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"R1767",114,0.358490566,"R",1767,"D/FL","D/FL","D/FL",0,4.343805422,"77.0",1,"Le Portrait de Jean de Laval, Chirurgien","Poelenberch, Cornelis van",0,"n/a","Cornille Poelenburg","Rémy, Pierre","E","E",0,"",4,3.25,13,NA,NA,"squ_rect",13,"cuivre","c","copper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"R1764",2,0.003984064,"R",1764,"I","I","I",0,1.098612289,"3.0",1,"Notre-Seigneur représenté à mi-corps","Solario, Andrea",0,"n/a","André Solario","Unknown","","",NA,"",11,8,88,NA,NA,"squ_rect",88,"bois","b","wood",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"L1778b",97,0.642384106,"L",1778,"F","F","F",0,5.634789603,"280.0",1,"Salomon sacrifiant aux idoles. Compositiond de deuze figures.","Bourdon, Sébastien",0,"n/a","Sebastien Bourdon","Unknown","","",NA,"",15.5,18,279,NA,NA,"squ_rect",279,"toile","t","canvas",16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1765",26,0.426229508,"R",1765,"X","X","D/FL",1,4.276666119,"72.0",1,"Un autre Paysage où est représenté Meléagre & Atalante","Anonymous",0,"n/a","not specified","Unknown","","",NA,"",16,25,400,NA,NA,"squ_rect",400,"cuivre","c","copper",0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1767",216,0.679245283,"R",1767,"F","F","F",0,4.110873864,"61.0",1,"Une Négresse qui joue du tambour de basque","Valentin de Boulogne",0,"n/a","Le Valentin","Strange, Robert","C","C",0,"",43,33,1419,NA,NA,"squ_rect",1419,"toile","t","canvas",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"R1764",51,0.101593625,"R",1764,"D/FL","D/FL","D/FL",0,4.077537444,"59.0",1,"Un des plus beaux & des plus agréables Tableaux de ce Maître","Ryckaert the Younger, David",0,"n/a","David Rikaert","Basan, Pierre-François","D","D",0,"",33,27,891,NA,0,"squ_rect",891,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1778",47,0.746031746,"L",1778,"F","F","F",0,2.890371758,"18.0",1,"(2) Fleurs dans des vases","Huilliot (C), Claude",0,"n/a","Huilliot","Unknown","","",NA,"",8,12,96,NA,NA,"squ_rect",96,"cuivre","c","copper",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"R1770",34,0.265625,"R",1770,"F","F","F",0,6.398594935,"601.0",1,"Paysage, ruines, berger","La Hyre, Laurent de",0,"n/a","Laurent de la Hyre","Bourlat de Montredon","C","C",0,"",22,30,660,NA,NA,"squ_rect",660,"toile","t","canvas",0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",140,0.5907173,"R",1777,"D/FL","D/FL","D/FL",0,8.476371197,"4,800.0",1,"Chasse, paysage","Velde (A), Adriaen van de",0,"n/a","Adrien Vanden-Veld","Merle, Charles-Louis de Beauchamp, comte de","C","C",0,"",19,16,304,NA,NA,"squ_rect",304,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1777",197,0.831223629,"R",1777,"F","F","F",0,6.551080335,"700.0",1,"Figure de femme PENDANTS","Boucher (F), François",0,"n/a","François Boucher","Quenet","D","D",0,"",19,15,285,NA,NA,"squ_rect",285,"toile ovale","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"R1777",167,0.70464135,"R",1777,"F","F","F",0,6.835184586,"930.0",1,"Vierge à l'enfant","Stella, Jacques",0,"n/a","Jacques Stella","Sireul, Jean-Claude Gaspar de","C","C",0,"",24,13,312,NA,NA,"squ_rect",312,"toile","t","canvas",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P1775",75,1,"P",1775,"F","F","F",1,3.401197382,"30.0",1,"(10) Dix petits tableaux peints à l'huile, par Machy ; ils représentent des ruines & monumens d'architecture","Machy, Pierre-Antoine de",1,"n/a","Machy","Quenet","D","D",0,"",NA,NA,NA,NA,NA,"",NA,"","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"R1777",160,0.675105485,"R",1777,"D/FL","D/FL","D/FL",0,5.010635294,"150.0",1,"Sujets d'enfants imitant le marbre- PENDANTS","Geeraerts (MJ), Marten Jozef",1,"n/a","Joseph Martin Geeraerts","Godefroy de Montigny","C","C",0,"",NA,NA,NA,NA,NA,"squ_rect",NA,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1764",66,0.131474104,"R",1764,"D/FL","D/FL","D/FL",0,6.476972363,"650.0",1,"Un jeune Garçon portant un panache à son chapeau, est vu à mi-corps, tenant de la main gauche une coquille qui est posée sur une table; il est occupé à regarder une bouteille de savon qui est en l'air.","Netscher, Caspar",0,"n/a","Gaspard Netscher","Nedelasky, comte de","C","C",0,"",4,3,12,NA,0,"squ_rect",12,"bois","b","wood",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"J1772",6,0.3,"J",1772,"X","X","I",1,4.787491743,"120.0",1,"David & la Femme d'Abigail","copy after Reni, Guido",0,"copy after","copie d'après le Guide","Joullain Family","E","E",0,"",60,60,3600,NA,NA,"squ_rect",3600,"toile","t","canvas",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"R1770",108,0.84375,"R",1770,"F","F","F",0,5.703782475,"300.0",1,"Autoportrait","Greuze, Jean-Baptiste",1,"n/a","Jean Baptiste Greuze","Langlier, Jacques","D","D",0,"",23,18.5,425.5,NA,NA,"squ_rect",425.5,"toile","t","canvas",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"R1776",282,0.851963746,"R",1776,"F","F","F",0,2.772588722,"16.0",1,"Paysage au clair de lune","Crepin",0,"n/a","M. Crepin","Basan, Pierre-François","D","D",0,"",8,9,72,NA,NA,"squ_rect",72,"bois (ovale)","b","wood",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",60,0.181268882,"R",1776,"D/FL","D/FL","D/FL",0,5.521460918,"250.0",1,"(2) ancien temple en bord de mer, figures?paysage, moulins, figures","Breughel I the Elder (J), Jan; Uden, Lucas van",0,"n/a","Breughel de Velours & Van Uden","Destouches","D","D",0,"",6.5,9,58.5,NA,NA,"squ_rect",58.5,"cuivre","c","copper",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1768",94,0.912621359,"J",1768,"X","X","F",1,1.62924054,"5.1",1,"(10) Feuille d'ornemens","after Watteau (A), Antoine",0,"after","d'après Vatteau","Unknown","","",NA,"",45,17,765,NA,NA,"squ_rect",765,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"R1770",56,0.4375,"R",1770,"F","F","F",0,6.685860947,"801.0",1,"Village, troupes de cavalerie","Courtois (Il Borgognone), Jacques",0,"n/a","Giacomo Cortese, dit le Bourguignon","Donjeux, Vincent","D","D",0,"",29.5,43,1268.5,NA,NA,"squ_rect",1268.5,"toile","t","canvas",0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1768",118,0.578431373,"L",1768,"F","F","F",1,4.605170186,"100.0",1,"Mort Vierge","Baugin, Lubin",0,"n/a","Lubin-Bagin","Unknown","","",NA,"",48,72,3456,NA,NA,"squ_rect",3456,"coutil","co","other",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1777",17,0.354166667,"J",1777,"D/FL","D/FL","D/FL",0,6.476972363,"650.0",1,"Paysage avec des terreins élevés","Wijnants, Jan; Lingelbach, Johannes",0,"n/a","Wynants et Lingelbac","Unknown","","",NA,"",11,13.5,148.5,NA,NA,"squ_rect",148.5,"toile colée sur bois","t","canvas",0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"L1764",59,0.967213115,"L",1764,"D/FL","D/FL","D/FL",1,3.583518938,"36.0",1,"(2) Marine un Naufrage; un clair de Lune","Cabel, Adriaan van der",0,"n/a","Wandercabel","Unknown","","",NA,"",8.5,11,93.5,NA,NA,"squ_rect",93.5,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1764",16,0.262295082,"L",1764,"I","I","I",1,2.48490665,"12.0",1,"(2) Fleurs & Fruits","Nuzzi (Mario dei Fiori), Mario",0,"n/a","Mario del Fiory","Unknown","","",NA,"",27,36,972,NA,NA,"squ_rect",972,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"R1772",9,0.219512195,"R",1772,"D/FL","D/FL","D/FL",0,5.480638923,"240.0",1,"Le Bain de Diane, avec Paysage","Jordaens (J) the Elder, Jacob",0,"n/a","Jacques Jordans","Langlier, Jacques","D","D",0,"",42,58,2436,NA,NA,"squ_rect",2436,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1765",30,0.491803279,"R",1765,"F","F","F",0,6.086774727,"440.0",1,"Une Adoration des Rois","Bourdon, Sébastien",0,"n/a","Sébastien Bourdon","Lebrun, Pierre","D","D",0,"",24,34.5,828,NA,NA,"squ_rect",828,"toile","t","canvas",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"R1777",4,0.016877637,"R",1777,"I","I","I",0,8.630521877,"5,600.0",1,"Triomphe Vénus","Albani, Francesco",0,"n/a","Francesco Albani, dit l'Albane","Lebrun, Jean-Baptiste-Pierre","D","D",0,"",32,38,1216,NA,NA,"squ_rect",1216,"cuivre","c","copper",16,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"J1777",47,0.979166667,"J",1777,"F","F","F",0,2.197224577,"9.0",1,"Portrait d'une jeune fille","Neuf-Germain, Madame de",1,"n/a","Demoiselle du Neuf-Germain","Unknown","","",NA,"",NA,NA,NA,NA,NA,"oval",NA,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"J1776",18,0.321428571,"J",1776,"I","I","I",0,3.17805383,"24.0",1,"Une bataille","Tempesta, Antonio",0,"n/a","Antoine Tempesta","Unknown","","",NA,"",36,26,936,NA,NA,"squ_rect",936,"toile","t","canvas",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"R1777",37,0.156118143,"R",1777,"D/FL","D/FL","D/FL",0,6.396929655,"600.0",1,"Paysage avec temple en bord de mer et figures PENDANTS","Breughel I the Elder (J), Jan",0,"n/a","Jean Breughel ou Breughel de Velours","Chariot, Antoine-Claude for Millon d'Ainval","DC","C",1,"D",3.5,6,21,NA,NA,"squ_rect",21,"cuivre","c","copper",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
